Date,Region,Service_Category,Total_Requests,Online_Requests,Offline_Requests,Successful_Requests,Failed_Requests,Avg_Response_Time_sec,Customer_Satisfaction_Score
2025-01-13,Lankaran,E-Government,229,171,58,206,23,2.09,4.05
2025-01-13,Lankaran,Digital ID,185,137,48,169,16,2.43,3.62
2025-01-13,Lankaran,Online Payments,61,54,7,55,6,2.75,4.26
2025-01-13,Lankaran,Business Registration,195,133,62,187,8,1.5,3.53
2025-01-13,Lankaran,Citizen Portal,179,142,37,155,24,1.75,4.67
2025-01-13,Shaki,E-Government,59,39,20,53,6,4.52,4.43
2025-01-13,Shaki,Digital ID,256,229,27,225,31,2.07,3.68
2025-01-13,Shaki,Online Payments,239,162,77,208,31,4.27,4.43
2025-01-13,Shaki,Business Registration,53,47,6,50,3,3.96,3.96
2025-01-13,Shaki,Citizen Portal,101,80,21,96,5,4.4,4.69
2025-01-13,Nakhchivan,E-Government,240,176,64,210,30,2.97,4.12
2025-01-13,Nakhchivan,Digital ID,63,41,22,56,7,5.36,3.87
2025-01-13,Nakhchivan,Online Payments,111,82,29,94,17,2.54,4.64
2025-01-13,Nakhchivan,Business Registration,107,70,37,99,8,2.79,4.75
2025-01-13,Nakhchivan,Citizen Portal,286,255,31,272,14,5.34,4.23
2025-01-14,Baku,E-Government,276,187,89,257,19,3.5,3.9
2025-01-14,Baku,Digital ID,166,123,43,144,22,2.8,4.61
2025-01-14,Baku,Online Payments,281,236,45,261,20,4.94,4.09
2025-01-14,Baku,Business Registration,91,78,13,88,3,4.65,3.97
2025-01-14,Baku,Citizen Portal,178,149,29,153,25,2.62,4.9
2025-01-14,Ganja,E-Government,237,197,40,226,11,3.48,4.08
2025-01-14,Ganja,Digital ID,263,208,55,244,19,1.77,4.28
2025-01-14,Ganja,Online Payments,260,164,96,254,6,3.27,3.57
2025-01-14,Ganja,Business Registration,249,155,94,234,15,1.79,3.61
2025-01-14,Ganja,Citizen Portal,201,122,79,184,17,3.05,4.19
2025-01-14,Sumgait,E-Government,277,195,82,263,14,4.15,3.78
2025-01-14,Sumgait,Digital ID,284,205,79,261,23,4.82,3.6
2025-01-14,Sumgait,Online Payments,187,113,74,160,27,5.37,3.94
2025-01-14,Sumgait,Business Registration,153,120,33,137,16,2.32,3.68
2025-01-14,Sumgait,Citizen Portal,175,118,57,150,25,5.34,4.22
2025-01-14,Lankaran,E-Government,163,113,50,141,22,3.4,3.67
2025-01-14,Lankaran,Digital ID,62,48,14,58,4,4.75,4.48
2025-01-14,Lankaran,Online Payments,60,36,24,51,9,3.89,3.64
2025-01-14,Lankaran,Business Registration,281,205,76,254,27,3.95,4.91
2025-01-14,Lankaran,Citizen Portal,207,181,26,194,13,3.48,3.52
2025-01-14,Shaki,E-Government,198,135,63,189,9,4.95,4.77
2025-01-14,Shaki,Digital ID,282,215,67,263,19,2.38,4.97
2025-01-14,Shaki,Online Payments,95,77,18,90,5,4.12,3.77
2025-01-14,Shaki,Business Registration,135,111,24,119,16,3.66,4.59
2025-01-14,Shaki,Citizen Portal,51,32,19,48,3,4.77,3.82
2025-01-14,Nakhchivan,E-Government,292,188,104,261,31,3.15,4.64
2025-01-14,Nakhchivan,Digital ID,146,109,37,129,17,3.76,4.53
2025-01-14,Nakhchivan,Online Payments,88,68,20,84,4,3.24,3.74
2025-01-14,Nakhchivan,Business Registration,235,141,94,207,28,4.41,4.99
2025-01-14,Nakhchivan,Citizen Portal,153,100,53,147,6,4.13,3.97
2025-01-15,Baku,E-Government,198,162,36,184,14,2.25,4.03
2025-01-15,Baku,Digital ID,62,47,15,56,6,4.89,4.76
2025-01-15,Baku,Online Payments,61,50,11,53,8,5.33,4.05
2025-01-15,Baku,Business Registration,124,102,22,118,6,3.38,4.25
2025-01-15,Baku,Citizen Portal,235,166,69,213,22,4.39,4.83
2025-01-15,Ganja,E-Government,276,177,99,258,18,1.51,3.77
2025-01-15,Ganja,Digital ID,251,197,54,224,27,4.68,3.64
2025-01-15,Ganja,Online Payments,168,144,24,153,15,4.39,3.66
2025-01-15,Ganja,Business Registration,235,180,55,216,19,3.91,4.51
2025-01-15,Ganja,Citizen Portal,131,102,29,111,20,2.79,4.45
2025-01-15,Sumgait,E-Government,260,160,100,232,28,4.64,4.56
2025-01-15,Sumgait,Digital ID,208,176,32,190,18,2.99,3.68
2025-01-15,Sumgait,Online Payments,162,118,44,139,23,2.38,4.4
2025-01-15,Sumgait,Business Registration,96,86,10,93,3,4.07,4.13
2025-01-15,Sumgait,Citizen Portal,53,39,14,46,7,4.24,4.99
2025-01-15,Lankaran,E-Government,173,123,50,159,14,3.85,3.78
2025-01-15,Lankaran,Digital ID,110,98,12,95,15,4.3,4.38
2025-01-15,Lankaran,Online Payments,167,113,54,153,14,2.69,4.91
2025-01-15,Lankaran,Business Registration,219,187,32,192,27,3.01,4.19
2025-01-15,Lankaran,Citizen Portal,261,219,42,237,24,3.43,3.7
2025-01-15,Shaki,E-Government,53,32,21,51,2,5.14,4.67
2025-01-15,Shaki,Digital ID,149,123,26,129,20,3.94,3.7
2025-01-15,Shaki,Online Payments,80,70,10,72,8,1.55,3.92
2025-01-15,Shaki,Business Registration,155,106,49,137,18,2.49,4.86
2025-01-15,Shaki,Citizen Portal,169,150,19,151,18,3.22,4.77
2025-01-15,Nakhchivan,E-Government,119,73,46,108,11,1.63,3.59
2025-01-15,Nakhchivan,Digital ID,299,229,70,267,32,2.76,4.66
2025-01-15,Nakhchivan,Online Payments,119,103,16,101,18,4.16,4.95
2025-01-15,Nakhchivan,Business Registration,192,166,26,173,19,4.81,4.68
2025-01-15,Nakhchivan,Citizen Portal,191,156,35,186,5,2.53,4.48
2025-01-16,Baku,E-Government,267,175,92,238,29,2.73,4.92
2025-01-16,Baku,Digital ID,189,133,56,163,26,2.1,3.84
2025-01-16,Baku,Online Payments,283,177,106,265,18,3.68,4.97
2025-01-16,Baku,Business Registration,110,94,16,103,7,1.77,4.56
2025-01-16,Baku,Citizen Portal,66,51,15,58,8,4.89,4.14
2025-01-16,Ganja,E-Government,54,47,7,51,3,4.18,4.19
2025-01-16,Ganja,Digital ID,161,118,43,152,9,2.66,4.68
2025-01-16,Ganja,Online Payments,87,73,14,79,8,1.71,4.68
2025-01-16,Ganja,Business Registration,241,169,72,232,9,3.68,4.64
2025-01-16,Ganja,Citizen Portal,165,124,41,144,21,5.01,4.82
2025-01-16,Sumgait,E-Government,141,95,46,137,4,3.74,4.63
2025-01-16,Sumgait,Digital ID,162,98,64,139,23,3.36,4.86
2025-01-16,Sumgait,Online Payments,146,104,42,139,7,2.99,4.18
2025-01-16,Sumgait,Business Registration,172,122,50,163,9,5.36,3.81
2025-01-16,Sumgait,Citizen Portal,123,77,46,110,13,4.53,3.91
2025-01-16,Lankaran,E-Government,121,101,20,109,12,5.16,4.3
2025-01-16,Lankaran,Digital ID,91,66,25,83,8,2.16,4.42
2025-01-16,Lankaran,Online Payments,158,137,21,139,19,5.43,3.71
2025-01-16,Lankaran,Business Registration,178,108,70,159,19,4.43,4.73
2025-01-16,Lankaran,Citizen Portal,150,109,41,139,11,1.83,4.82
2025-01-16,Shaki,E-Government,61,50,11,54,7,5.45,4.23
2025-01-16,Shaki,Digital ID,294,235,59,274,20,2.16,4.82
2025-01-16,Shaki,Online Payments,272,216,56,235,37,4.25,3.64
2025-01-16,Shaki,Business Registration,245,199,46,236,9,1.82,4.6
2025-01-16,Shaki,Citizen Portal,238,166,72,211,27,5.17,3.67
2025-01-16,Nakhchivan,E-Government,109,75,34,99,10,4.79,4.19
2025-01-16,Nakhchivan,Digital ID,262,177,85,250,12,5.02,4.29
2025-01-16,Nakhchivan,Online Payments,289,235,54,276,13,1.9,3.86
2025-01-16,Nakhchivan,Business Registration,229,199,30,216,13,2.27,4.42
2025-01-16,Nakhchivan,Citizen Portal,72,56,16,64,8,4.87,4.21
2025-01-17,Baku,E-Government,64,43,21,54,10,4.46,3.66
2025-01-17,Baku,Digital ID,276,222,54,237,39,2.2,4.78
2025-01-17,Baku,Online Payments,173,155,18,148,25,1.81,4.01
2025-01-17,Baku,Business Registration,235,177,58,209,26,2.35,3.55
2025-01-17,Baku,Citizen Portal,166,119,47,157,9,5.11,3.85
2025-01-17,Ganja,E-Government,186,155,31,174,12,2.54,4.86
2025-01-17,Ganja,Digital ID,268,205,63,231,37,3.29,4.19
2025-01-17,Ganja,Online Payments,149,106,43,129,20,3.15,4.7
2025-01-17,Ganja,Business Registration,133,80,53,120,13,1.61,4.95
2025-01-17,Ganja,Citizen Portal,199,170,29,176,23,5.14,4.63
2025-01-17,Sumgait,E-Government,250,212,38,244,6,3.99,4.34
2025-01-17,Sumgait,Digital ID,173,146,27,153,20,4.99,3.67
2025-01-17,Sumgait,Online Payments,215,136,79,184,31,2.55,3.57
2025-01-17,Sumgait,Business Registration,210,155,55,186,24,3.89,3.95
2025-01-17,Sumgait,Citizen Portal,236,193,43,218,18,1.76,4.82
2025-01-17,Lankaran,E-Government,51,40,11,47,4,5.07,3.78
2025-01-17,Lankaran,Digital ID,232,176,56,222,10,2.64,4.14
2025-01-17,Lankaran,Online Payments,60,53,7,57,3,3.59,3.6
2025-01-17,Lankaran,Business Registration,69,45,24,63,6,4.45,4.29
2025-01-17,Lankaran,Citizen Portal,186,148,38,178,8,5.02,4.36
2025-01-17,Shaki,E-Government,94,75,19,80,14,5.14,4.2
2025-01-17,Shaki,Digital ID,64,49,15,61,3,3.27,4.41
2025-01-17,Shaki,Online Payments,100,73,27,95,5,4.06,4.51
2025-01-17,Shaki,Business Registration,141,89,52,126,15,3.45,4.48
2025-01-17,Shaki,Citizen Portal,243,165,78,221,22,5.44,3.9
2025-01-17,Nakhchivan,E-Government,215,133,82,189,26,2.95,4.21
2025-01-17,Nakhchivan,Digital ID,267,232,35,235,32,3.38,4.18
2025-01-17,Nakhchivan,Online Payments,158,117,41,138,20,3.94,3.92
2025-01-17,Nakhchivan,Business Registration,105,81,24,96,9,4.92,3.57
2025-01-17,Nakhchivan,Citizen Portal,185,113,72,159,26,2.86,4.7
2025-01-18,Baku,E-Government,226,150,76,203,23,1.68,3.92
2025-01-18,Baku,Digital ID,137,85,52,127,10,1.96,4.02
2025-01-18,Baku,Online Payments,216,166,50,184,32,4.2,3.57
2025-01-18,Baku,Business Registration,188,120,68,166,22,3.08,4.13
2025-01-18,Baku,Citizen Portal,125,108,17,117,8,2.53,4.51
2025-01-18,Ganja,E-Government,210,177,33,204,6,4.78,3.5
2025-01-18,Ganja,Digital ID,140,84,56,132,8,4.82,3.56
2025-01-18,Ganja,Online Payments,133,107,26,115,18,3.04,4.18
2025-01-18,Ganja,Business Registration,131,82,49,121,10,3.7,4.85
2025-01-18,Ganja,Citizen Portal,125,78,47,112,13,5.27,4.5
2025-01-18,Sumgait,E-Government,154,122,32,148,6,3.89,4.25
2025-01-18,Sumgait,Digital ID,100,87,13,92,8,4.99,4.59
2025-01-18,Sumgait,Online Payments,204,167,37,187,17,4.82,4.99
2025-01-18,Sumgait,Business Registration,51,30,21,46,5,2.68,4.23
2025-01-18,Sumgait,Citizen Portal,94,67,27,91,3,4.73,3.82
2025-01-18,Lankaran,E-Government,202,165,37,188,14,4.88,4.54
2025-01-18,Lankaran,Digital ID,195,140,55,167,28,3.67,4.79
2025-01-18,Lankaran,Online Payments,79,57,22,75,4,4.79,4.79
2025-01-18,Lankaran,Business Registration,128,105,23,110,18,5.06,3.52
2025-01-18,Lankaran,Citizen Portal,106,64,42,95,11,3.6,4.27
2025-01-18,Shaki,E-Government,205,149,56,178,27,5.06,4.02
2025-01-18,Shaki,Digital ID,197,138,59,180,17,3.02,3.51
2025-01-18,Shaki,Online Payments,288,178,110,260,28,2.74,4.52
2025-01-18,Shaki,Business Registration,118,89,29,113,5,3.82,4.34
2025-01-18,Shaki,Citizen Portal,80,64,16,69,11,3.44,3.54
2025-01-18,Nakhchivan,E-Government,236,179,57,204,32,1.9,3.81
2025-01-18,Nakhchivan,Digital ID,156,111,45,135,21,1.59,4.63
2025-01-18,Nakhchivan,Online Payments,192,143,49,166,26,4.84,4.06
2025-01-18,Nakhchivan,Business Registration,173,120,53,167,6,3.91,4.74
2025-01-18,Nakhchivan,Citizen Portal,162,101,61,150,12,2.11,3.55
2025-01-19,Baku,E-Government,273,191,82,251,22,2.12,4.33
2025-01-19,Baku,Digital ID,211,137,74,186,25,4.85,4.03
2025-01-19,Baku,Online Payments,147,99,48,128,19,1.73,4.01
2025-01-19,Baku,Business Registration,285,191,94,273,12,3.68,3.75
2025-01-19,Baku,Citizen Portal,240,154,86,217,23,4.0,4.23
2025-01-19,Ganja,E-Government,228,190,38,215,13,2.7,3.99
2025-01-19,Ganja,Digital ID,201,158,43,176,25,3.08,3.56
2025-01-19,Ganja,Online Payments,194,157,37,187,7,2.03,4.39
2025-01-19,Ganja,Business Registration,147,120,27,135,12,4.98,3.7
2025-01-19,Ganja,Citizen Portal,188,143,45,161,27,4.22,4.2
2025-01-19,Sumgait,E-Government,299,264,35,259,40,3.35,4.97
2025-01-19,Sumgait,Digital ID,285,235,50,260,25,2.71,4.24
2025-01-19,Sumgait,Online Payments,124,81,43,117,7,3.05,4.27
2025-01-19,Sumgait,Business Registration,298,211,87,281,17,5.08,4.18
2025-01-19,Sumgait,Citizen Portal,141,119,22,133,8,3.79,4.93
2025-01-19,Lankaran,E-Government,97,87,10,83,14,1.51,4.46
2025-01-19,Lankaran,Digital ID,274,237,37,235,39,5.03,4.17
2025-01-19,Lankaran,Online Payments,62,55,7,54,8,4.44,4.64
2025-01-19,Lankaran,Business Registration,71,57,14,67,4,4.27,3.7
2025-01-19,Lankaran,Citizen Portal,175,138,37,167,8,2.83,4.6
2025-01-19,Shaki,E-Government,79,70,9,67,12,5.49,4.52
2025-01-19,Shaki,Digital ID,162,101,61,137,25,1.68,4.01
2025-01-19,Shaki,Online Payments,86,70,16,74,12,4.51,4.65
2025-01-19,Shaki,Business Registration,177,149,28,170,7,4.3,3.66
2025-01-19,Shaki,Citizen Portal,72,53,19,61,11,3.13,4.11
2025-01-19,Nakhchivan,E-Government,151,104,47,139,12,4.03,4.37
2025-01-19,Nakhchivan,Digital ID,273,169,104,265,8,3.59,3.95
2025-01-19,Nakhchivan,Online Payments,217,137,80,208,9,2.47,4.22
2025-01-19,Nakhchivan,Business Registration,115,71,44,103,12,2.68,3.85
2025-01-19,Nakhchivan,Citizen Portal,88,63,25,78,10,2.11,3.9
2025-01-20,Baku,E-Government,167,116,51,152,15,2.4,4.46
2025-01-20,Baku,Digital ID,230,140,90,201,29,3.16,4.64
2025-01-20,Baku,Online Payments,80,69,11,73,7,3.3,4.38
2025-01-20,Baku,Business Registration,249,190,59,232,17,3.61,4.19
2025-01-20,Baku,Citizen Portal,159,134,25,151,8,3.71,4.28
2025-01-20,Ganja,E-Government,254,222,32,239,15,3.11,3.74
2025-01-20,Ganja,Digital ID,83,53,30,77,6,1.72,4.62
2025-01-20,Ganja,Online Payments,128,80,48,111,17,4.63,4.57
2025-01-20,Ganja,Business Registration,263,213,50,225,38,4.86,3.51
2025-01-20,Ganja,Citizen Portal,118,104,14,101,17,5.22,4.74
2025-01-20,Sumgait,E-Government,156,106,50,149,7,2.75,4.68
2025-01-20,Sumgait,Digital ID,192,169,23,173,19,3.01,4.9
2025-01-20,Sumgait,Online Payments,228,142,86,214,14,3.48,4.08
2025-01-20,Sumgait,Business Registration,268,228,40,251,17,2.06,3.88
2025-01-20,Sumgait,Citizen Portal,284,227,57,277,7,4.54,4.93
2025-01-20,Lankaran,E-Government,224,197,27,198,26,3.4,4.45
2025-01-20,Lankaran,Digital ID,86,52,34,77,9,5.33,4.25
2025-01-20,Lankaran,Online Payments,90,66,24,77,13,4.04,4.66
2025-01-20,Lankaran,Business Registration,154,94,60,146,8,3.17,4.73
2025-01-20,Lankaran,Citizen Portal,80,65,15,71,9,4.98,4.6
2025-01-20,Shaki,E-Government,263,174,89,246,17,3.93,3.94
2025-01-20,Shaki,Digital ID,265,232,33,229,36,4.45,4.96
2025-01-20,Shaki,Online Payments,221,158,63,208,13,2.3,4.84
2025-01-20,Shaki,Business Registration,284,201,83,243,41,1.95,4.27
2025-01-20,Shaki,Citizen Portal,93,58,35,87,6,2.47,4.87
2025-01-20,Nakhchivan,E-Government,51,30,21,44,7,3.15,4.24
2025-01-20,Nakhchivan,Digital ID,160,111,49,154,6,2.57,4.59
2025-01-20,Nakhchivan,Online Payments,202,179,23,185,17,4.21,3.97
2025-01-20,Nakhchivan,Business Registration,205,139,66,180,25,2.03,4.79
2025-01-20,Nakhchivan,Citizen Portal,295,178,117,280,15,4.73,3.68
2025-01-21,Baku,E-Government,183,133,50,163,20,2.87,4.61
2025-01-21,Baku,Digital ID,56,39,17,50,6,1.51,3.95
2025-01-21,Baku,Online Payments,277,211,66,267,10,4.2,4.32
2025-01-21,Baku,Business Registration,57,47,10,54,3,3.33,4.1
2025-01-21,Baku,Citizen Portal,181,157,24,170,11,5.25,4.4
2025-01-21,Ganja,E-Government,254,209,45,231,23,1.73,4.94
2025-01-21,Ganja,Digital ID,186,124,62,170,16,4.1,4.47
2025-01-21,Ganja,Online Payments,81,50,31,72,9,2.4,3.79
2025-01-21,Ganja,Business Registration,155,134,21,148,7,2.76,3.91
2025-01-21,Ganja,Citizen Portal,254,214,40,236,18,3.05,4.51
2025-01-21,Sumgait,E-Government,284,239,45,276,8,2.85,4.59
2025-01-21,Sumgait,Digital ID,106,91,15,99,7,1.75,3.72
2025-01-21,Sumgait,Online Payments,54,40,14,47,7,1.68,4.12
2025-01-21,Sumgait,Business Registration,215,163,52,189,26,3.5,4.52
2025-01-21,Sumgait,Citizen Portal,246,193,53,238,8,4.54,4.32
2025-01-21,Lankaran,E-Government,95,69,26,81,14,2.16,4.17
2025-01-21,Lankaran,Digital ID,221,192,29,207,14,2.05,4.99
2025-01-21,Lankaran,Online Payments,99,84,15,87,12,5.34,3.8
2025-01-21,Lankaran,Business Registration,148,110,38,133,15,5.31,4.28
2025-01-21,Lankaran,Citizen Portal,125,84,41,113,12,3.87,3.61
2025-01-21,Shaki,E-Government,167,100,67,142,25,4.82,4.6
2025-01-21,Shaki,Digital ID,174,153,21,169,5,3.59,4.97
2025-01-21,Shaki,Online Payments,296,212,84,284,12,4.59,3.96
2025-01-21,Shaki,Business Registration,143,113,30,133,10,2.15,4.35
2025-01-21,Shaki,Citizen Portal,135,115,20,125,10,4.84,4.68
2025-01-21,Nakhchivan,E-Government,269,236,33,236,33,4.04,3.83
2025-01-21,Nakhchivan,Digital ID,153,130,23,144,9,1.88,4.14
2025-01-21,Nakhchivan,Online Payments,170,122,48,164,6,1.5,4.85
2025-01-21,Nakhchivan,Business Registration,231,166,65,223,8,5.47,3.57
2025-01-21,Nakhchivan,Citizen Portal,142,105,37,132,10,1.86,3.55
2025-01-22,Baku,E-Government,148,131,17,136,12,2.93,4.68
2025-01-22,Baku,Digital ID,165,118,47,152,13,3.16,4.77
2025-01-22,Baku,Online Payments,50,32,18,48,2,1.91,4.26
2025-01-22,Baku,Business Registration,252,208,44,221,31,5.33,3.72
2025-01-22,Baku,Citizen Portal,297,203,94,289,8,3.83,4.15
2025-01-22,Ganja,E-Government,228,166,62,203,25,4.86,3.72
2025-01-22,Ganja,Digital ID,248,215,33,241,7,5.07,4.13
2025-01-22,Ganja,Online Payments,181,153,28,174,7,3.68,3.81
2025-01-22,Ganja,Business Registration,185,121,64,165,20,4.92,3.81
2025-01-22,Ganja,Citizen Portal,298,211,87,264,34,5.02,4.19
2025-01-22,Sumgait,E-Government,160,134,26,153,7,2.83,4.54
2025-01-22,Sumgait,Digital ID,73,51,22,69,4,3.56,4.19
2025-01-22,Sumgait,Online Payments,230,157,73,208,22,1.65,3.69
2025-01-22,Sumgait,Business Registration,111,84,27,102,9,1.75,4.04
2025-01-22,Sumgait,Citizen Portal,106,94,12,93,13,2.72,3.96
2025-01-22,Lankaran,E-Government,52,44,8,44,8,2.26,3.97
2025-01-22,Lankaran,Digital ID,292,233,59,276,16,4.89,4.13
2025-01-22,Lankaran,Online Payments,99,86,13,94,5,2.51,3.91
2025-01-22,Lankaran,Business Registration,234,166,68,226,8,4.73,4.98
2025-01-22,Lankaran,Citizen Portal,297,246,51,273,24,2.1,4.07
2025-01-22,Shaki,E-Government,296,225,71,278,18,2.17,4.67
2025-01-22,Shaki,Digital ID,58,39,19,54,4,3.43,4.04
2025-01-22,Shaki,Online Payments,97,66,31,91,6,4.54,3.65
2025-01-22,Shaki,Business Registration,114,92,22,99,15,5.39,4.17
2025-01-22,Shaki,Citizen Portal,243,196,47,229,14,3.35,4.88
2025-01-22,Nakhchivan,E-Government,200,127,73,192,8,2.88,3.55
2025-01-22,Nakhchivan,Digital ID,218,143,75,195,23,2.84,4.97
2025-01-22,Nakhchivan,Online Payments,52,33,19,49,3,4.18,4.15
2025-01-22,Nakhchivan,Business Registration,241,180,61,216,25,2.15,4.68
2025-01-22,Nakhchivan,Citizen Portal,177,154,23,150,27,4.63,3.69
2025-01-23,Baku,E-Government,127,103,24,123,4,3.25,3.85
2025-01-23,Baku,Digital ID,108,81,27,101,7,3.64,4.31
2025-01-23,Baku,Online Payments,294,220,74,277,17,4.95,3.77
2025-01-23,Baku,Business Registration,113,92,21,110,3,2.41,4.82
2025-01-23,Baku,Citizen Portal,138,89,49,122,16,2.66,4.81
2025-01-23,Ganja,E-Government,164,123,41,140,24,2.75,4.9
2025-01-23,Ganja,Digital ID,163,138,25,157,6,1.55,4.51
2025-01-23,Ganja,Online Payments,173,113,60,147,26,3.06,3.79
2025-01-23,Ganja,Business Registration,189,148,41,168,21,4.43,4.11
2025-01-23,Ganja,Citizen Portal,167,112,55,149,18,1.84,4.0
2025-01-23,Sumgait,E-Government,263,184,79,225,38,3.0,4.92
2025-01-23,Sumgait,Digital ID,190,158,32,179,11,1.96,4.67
2025-01-23,Sumgait,Online Payments,177,146,31,152,25,2.61,3.91
2025-01-23,Sumgait,Business Registration,251,219,32,213,38,3.3,4.97
2025-01-23,Sumgait,Citizen Portal,115,102,13,99,16,3.11,4.61
2025-01-23,Lankaran,E-Government,267,206,61,234,33,3.58,3.61
2025-01-23,Lankaran,Digital ID,180,119,61,164,16,2.57,3.93
2025-01-23,Lankaran,Online Payments,123,99,24,106,17,3.88,3.76
2025-01-23,Lankaran,Business Registration,288,255,33,255,33,1.87,4.4
2025-01-23,Lankaran,Citizen Portal,133,83,50,122,11,4.07,4.56
2025-01-23,Shaki,E-Government,183,123,60,171,12,4.33,4.42
2025-01-23,Shaki,Digital ID,282,213,69,248,34,1.51,3.76
2025-01-23,Shaki,Online Payments,132,83,49,114,18,5.28,4.6
2025-01-23,Shaki,Business Registration,97,58,39,92,5,4.0,4.06
2025-01-23,Shaki,Citizen Portal,286,206,80,243,43,3.83,3.88
2025-01-23,Nakhchivan,E-Government,213,187,26,187,26,4.4,4.43
2025-01-23,Nakhchivan,Digital ID,209,167,42,204,5,1.91,3.51
2025-01-23,Nakhchivan,Online Payments,103,71,32,99,4,1.84,4.71
2025-01-23,Nakhchivan,Business Registration,160,108,52,145,15,4.39,3.51
2025-01-23,Nakhchivan,Citizen Portal,297,198,99,273,24,4.18,4.55
2025-01-24,Baku,E-Government,286,179,107,250,36,5.01,4.61
2025-01-24,Baku,Digital ID,96,58,38,86,10,1.56,3.62
2025-01-24,Baku,Online Payments,83,51,32,75,8,4.43,4.41
2025-01-24,Baku,Business Registration,124,96,28,111,13,2.83,4.83
2025-01-24,Baku,Citizen Portal,176,149,27,170,6,3.68,3.8
2025-01-24,Ganja,E-Government,251,189,62,221,30,5.45,3.94
2025-01-24,Ganja,Digital ID,287,204,83,278,9,3.84,4.31
2025-01-24,Ganja,Online Payments,162,139,23,156,6,4.94,3.55
2025-01-24,Ganja,Business Registration,236,173,63,219,17,2.49,4.56
2025-01-24,Ganja,Citizen Portal,299,224,75,274,25,2.08,4.68
2025-01-24,Sumgait,E-Government,67,56,11,59,8,3.28,3.53
2025-01-24,Sumgait,Digital ID,53,41,12,47,6,3.38,3.54
2025-01-24,Sumgait,Online Payments,269,169,100,255,14,3.14,4.48
2025-01-24,Sumgait,Business Registration,178,156,22,153,25,3.57,4.68
2025-01-24,Sumgait,Citizen Portal,141,112,29,136,5,4.76,4.53
2025-01-24,Lankaran,E-Government,84,70,14,71,13,5.2,4.16
2025-01-24,Lankaran,Digital ID,283,215,68,253,30,2.92,4.74
2025-01-24,Lankaran,Online Payments,202,171,31,177,25,4.74,4.68
2025-01-24,Lankaran,Business Registration,159,112,47,145,14,5.26,4.81
2025-01-24,Lankaran,Citizen Portal,262,228,34,225,37,4.82,4.02
2025-01-24,Shaki,E-Government,218,186,32,204,14,4.85,4.79
2025-01-24,Shaki,Digital ID,244,176,68,207,37,2.68,4.19
2025-01-24,Shaki,Online Payments,136,88,48,127,9,2.42,3.68
2025-01-24,Shaki,Business Registration,194,159,35,186,8,3.63,4.68
2025-01-24,Shaki,Citizen Portal,143,92,51,123,20,1.58,3.75
2025-01-24,Nakhchivan,E-Government,219,189,30,189,30,4.04,4.37
2025-01-24,Nakhchivan,Digital ID,211,159,52,196,15,2.48,3.59
2025-01-24,Nakhchivan,Online Payments,295,200,95,263,32,4.5,4.36
2025-01-24,Nakhchivan,Business Registration,156,119,37,141,15,3.22,4.31
2025-01-24,Nakhchivan,Citizen Portal,123,88,35,116,7,2.31,3.99
2025-01-25,Baku,E-Government,190,163,27,177,13,3.63,3.67
2025-01-25,Baku,Digital ID,226,169,57,219,7,3.26,4.97
2025-01-25,Baku,Online Payments,66,43,23,59,7,5.08,3.81
2025-01-25,Baku,Business Registration,98,86,12,93,5,3.95,4.79
2025-01-25,Baku,Citizen Portal,180,138,42,167,13,4.25,3.88
2025-01-25,Ganja,E-Government,74,60,14,69,5,4.51,4.2
2025-01-25,Ganja,Digital ID,135,115,20,123,12,2.83,4.69
2025-01-25,Ganja,Online Payments,255,192,63,243,12,3.12,4.23
2025-01-25,Ganja,Business Registration,188,117,71,169,19,4.71,4.85
2025-01-25,Ganja,Citizen Portal,97,64,33,82,15,3.42,3.77
2025-01-25,Sumgait,E-Government,153,136,17,131,22,4.09,3.61
2025-01-25,Sumgait,Digital ID,115,86,29,112,3,2.43,4.91
2025-01-25,Sumgait,Online Payments,283,197,86,248,35,2.9,4.06
2025-01-25,Sumgait,Business Registration,108,87,21,97,11,2.98,3.57
2025-01-25,Sumgait,Citizen Portal,272,221,51,231,41,2.37,4.49
2025-01-25,Lankaran,E-Government,98,69,29,91,7,1.88,3.66
2025-01-25,Lankaran,Digital ID,97,60,37,92,5,3.83,4.67
2025-01-25,Lankaran,Online Payments,222,156,66,208,14,4.53,3.52
2025-01-25,Lankaran,Business Registration,260,204,56,246,14,2.18,3.79
2025-01-25,Lankaran,Citizen Portal,269,192,77,234,35,2.53,4.41
